序列,title,rate,style1,style2,h-0,s-0,v-0,percent-0,hex-0,percent-1,hex-1,percent-2,hex-2,percent-3,hex-3,percent-4,hex-4,pic,url
378,燕尾蝶,8.6,剧情,犯罪,232,9,94,0.336363636,#DBDEF0,0.283916084,#262231,0.166573427,#B1AEBF,0.126853147,#616272,0.086293706,#A84D5D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p532195562.jpg,https://movie.douban.com/subject/1307793/
379,东京奏鸣曲,8,剧情,,233,1,97,0.443986014,#F6F6F8,0.152447552,#575F70,0.146643357,#F9F9FA,0.142377622,#F9F9FA,0.114545455,#FFFFFF,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p488976777.jpg,https://movie.douban.com/subject/2032143/
380,记我的母亲,8.6,剧情,,233,11,82,0.384265734,#BCBED2,0.281608392,#A0A7C5,0.118951049,#9C7F7B,0.111118881,#4B3B3A,0.104055944,#ECE1DC,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1395004031.jpg,https://movie.douban.com/subject/5975206/
381,银河铁道之夜,8.5,动画,动画,233,51,14,0.261328671,#121425,0.235454545,#263764,0.187902098,#4578AA,0.185594406,#98BDDB,0.12972028,#E8F0F6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2336727942.jpg,https://movie.douban.com/subject/1947288/
382,花火,8.5,剧情,爱情,234,69,42,0.41013986,#21286B,0.258111888,#253F7D,0.19006993,#3E699F,0.075174825,#B5BECF,0.066503497,#222131,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513347103.jpg,https://movie.douban.com/subject/1302642/
383,哆啦A梦：大雄与龙骑士,8.1,科幻,动画,235,10,9,0.31986014,#141416,0.218601399,#4F599C,0.205594406,#BE6188,0.190839161,#A88673,0.065104895,#D1CF52,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2520700344.jpg,https://movie.douban.com/subject/1458895/
384,银河铁道999,8.7,科幻,动画,235,42,16,0.393076923,#181A2A,0.355804196,#272A40,0.106083916,#5C5B61,0.087132867,#F0DE5A,0.057902098,#DFDCC1,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p551591781.jpg,https://movie.douban.com/subject/1477924/
385,乐园追放,8.2,科幻,动画,236,0,98,0.376713287,#FAFAFA,0.235594406,#D3D2D8,0.191048951,#9FA1B7,0.127832168,#626A86,0.068811189,#3B3B46,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2163672942.jpg,https://movie.douban.com/subject/10558440/
386,海贼王剧场版8：沙漠公主与海盗们,8.1,剧情,动画,236,22,49,0.324685315,#62647D,0.267902098,#BFBAAF,0.161048951,#895C48,0.133006993,#D1A445,0.113356643,#221723,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2300517400.jpg,https://movie.douban.com/subject/2085498/
387,心理游戏,8.9,喜剧,动画,238,50,52,0.286923077,#424485,0.226713287,#B6B8C6,0.175034965,#251B1F,0.171748252,#D59E4D,0.13958042,#DD7288,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453762724.jpg,https://movie.douban.com/subject/1477916/
388,名侦探柯南：引爆摩天楼,8.3,喜剧,动画,239,33,26,0.436293706,#2C2D43,0.178741259,#D29A5E,0.175594406,#624F49,0.141258741,#9F9CAA,0.068111888,#CF4A2D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453728121.jpg,https://movie.douban.com/subject/1439579/
389,空中杀手,8,剧情,动画,239,45,13,0.371258741,#121321,0.21972028,#A9B5BD,0.196993007,#46484A,0.115664336,#4376AE,0.096363636,#203274,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p724164809.jpg,https://movie.douban.com/subject/2135983/
390,回忆三部曲,8.8,科幻,动画,239,54,7,0.547482517,#080811,0.151328671,#26313B,0.145104895,#BDBEBF,0.102867133,#596770,0.053216783,#691413,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2198104415.jpg,https://movie.douban.com/subject/1307897/
391,机动警察剧场版1,8.2,剧情,动画,240,5,96,0.473076923,#E9E9F5,0.154755245,#E6E5EE,0.139160839,#E7E5E7,0.129020979,#B3A29F,0.103986014,#333238,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1137689394.jpg,https://movie.douban.com/subject/1467778/
392,名侦探柯南：通向天国的倒计时,8.5,动作,动画,240,18,19,0.241538462,#272730,0.21958042,#504085,0.213496503,#797085,0.196153846,#D2844F,0.129230769,#C3B7BE,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453730108.jpg,https://movie.douban.com/subject/2357703/
393,风之谷,8.8,科幻,动画,240,33,70,0.417272727,#7777B1,0.162727273,#5A3950,0.148601399,#DFC98B,0.136713287,#C4C1CE,0.134685315,#AE7C7B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,https://movie.douban.com/subject/1291585/
394,泥醉天使,8.1,剧情,犯罪,9,12,18,0.32751773,#2D2827,0.249858156,#4D4441,0.222907801,#78726F,0.12964539,#ABA9A6,0.070070922,#AE5547,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2346571516.jpg,https://movie.douban.com/subject/1294859/
395,四月物语,8.1,爱情,爱情,241,13,89,0.293146853,#C7C7E4,0.208881119,#AFAAD1,0.186853147,#58556D,0.173146853,#39383D,0.137972028,#8B83A5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2107289058.jpg,https://movie.douban.com/subject/1292371/
396,猫的报恩,7.9,喜剧,动画,242,1,94,0.568251748,#ECECEF,0.120699301,#A1BF63,0.106503497,#58703E,0.105174825,#DFD9B0,0.099370629,#5E6587,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453858009.jpg,https://movie.douban.com/subject/1304970/
397,晚春,8.7,剧情,家庭,242,4,85,0.405034965,#D0D0D9,0.192937063,#BD9D95,0.166993007,#69B4A3,0.125944056,#836566,0.109090909,#1D1F22,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1994505696.jpg,https://movie.douban.com/subject/1307265/
398,帝一之国,8.1,剧情,喜剧,242,29,16,0.263426573,#1E1E29,0.260559441,#E3C6C2,0.232937063,#D52228,0.157482517,#B66863,0.085594406,#DBC14E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2456938774.jpg,https://movie.douban.com/subject/26691320/
399,告白,8.7,剧情,,243,2,94,0.374195804,#EBEAF0,0.215174825,#1F1F1E,0.164125874,#C3B2B5,0.127692308,#534E52,0.118811189,#9B8281,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,https://movie.douban.com/subject/4268598/
400,铁道员,8.3,剧情,家庭,245,13,95,0.344265734,#D6D3F3,0.26979021,#B8B7E7,0.174265734,#463657,0.153846154,#897FBE,0.057832168,#8F636A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1328575842.jpg,https://movie.douban.com/subject/1306634/
401,海贼王剧场版4：死亡尽头的冒险,8.1,动作,动画,248,4,83,0.250839161,#CCCBD3,0.236153846,#8E7C78,0.234335664,#38272D,0.176713287,#E6C982,0.101958042,#B45947,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2171251372.jpg,https://movie.douban.com/subject/2279997/
402,抛掉书本上街去,8.3,剧情,,248,17,8,0.372517483,#111114,0.217412587,#537E9D,0.206643357,#A5AFBE,0.164055944,#3B4451,0.039370629,#AC2B44,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2158806674.jpg,https://movie.douban.com/subject/1401520/
403,谈谈情跳跳舞,8.2,剧情,爱情,248,56,44,0.308741259,#38306F,0.28006993,#1E1525,0.175944056,#523C42,0.145804196,#AB4B4E,0.089440559,#AFA5A6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1696723957.jpg,https://movie.douban.com/subject/1308010/
404,夏娃的时间,8.5,动作,爱情,249,2,96,0.556573427,#F0EFF5,0.171538462,#D5CBC8,0.141608392,#3E393D,0.08993007,#8E8382,0.04034965,#D68AA8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p640102354.jpg,https://movie.douban.com/subject/4160477/
405,机动战士高达 雷霆宙域 DECEMBER SKY,8.7,科幻,动画,251,14,15,0.473216783,#222127,0.249090909,#71574B,0.129300699,#C9C8C5,0.084825175,#31378D,0.063566434,#E6C75D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2363626116.jpg,https://movie.douban.com/subject/26827751/
406,千年女优,8.6,剧情,动画,252,43,49,0.268741259,#52477C,0.256783217,#D3C38F,0.199440559,#E3D760,0.17020979,#876D43,0.104825175,#AD622E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456734582.jpg,https://movie.douban.com/subject/1307394/
407,浪矢解忧杂货店,7.2,剧情,,255,30,30,0.299090909,#3B354C,0.253636364,#414282,0.162727273,#9A7BB5,0.142657343,#924D4D,0.141888112,#D3AF9C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2511434383.jpg,https://movie.douban.com/subject/26742730/
408,东京物语,9.2,剧情,家庭,257,21,16,0.335034965,#232029,0.224405594,#CDC8D3,0.207272727,#C8ABA2,0.132867133,#9F8488,0.10041958,#595056,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910832390.jpg,https://movie.douban.com/subject/1291568/
409,我的邻居山田君,8.7,喜剧,动画,262,1,92,0.546853147,#E9E8EA,0.144965035,#C60506,0.120559441,#94908B,0.103706294,#2A2827,0.083916084,#A4332B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p462372509.jpg,https://movie.douban.com/subject/1417728/
410,天元突破剧场版：螺岩篇,9.1,剧情,动画,263,32,21,0.24006993,#2B2435,0.238811189,#7388B9,0.215244755,#545A9C,0.156223776,#465752,0.14965035,#6F9BA4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p937216094.jpg,https://movie.douban.com/subject/3727748/
411,天国车站,8.4,剧情,,263,39,9,0.513496503,#120F18,0.156713287,#555258,0.146433566,#512E24,0.145314685,#B0A7A3,0.038041958,#9A281E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2500193527.jpg,https://movie.douban.com/subject/1781056/
412,魔卡少女樱 剧场版,8.3,动画,动画,267,6,18,0.274615385,#2C2B2D,0.210559441,#5E5964,0.192027972,#B2764E,0.191328671,#61392D,0.131468531,#D2BEAF,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2181383161.jpg,https://movie.douban.com/subject/3117775/
413,剧场版魔法少女小圆 新篇 叛逆的故事,8.9,动画,动画,267,20,10,0.343496503,#17151A,0.210769231,#80899E,0.195594406,#364674,0.183286713,#D2D5DB,0.066853147,#A66A87,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2151582333.jpg,https://movie.douban.com/subject/10569151/
414,放浪记,8.6,剧情,,268,4,11,0.425034965,#1C1C1D,0.191048951,#D5CECC,0.182447552,#AA968F,0.154055944,#605855,0.047412587,#94282B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2319857018.jpg,https://movie.douban.com/subject/1299337/
415,空之境界 第四章 伽蓝之洞,8.7,动画,动画,218,22,16,0.36965035,#202329,0.245524476,#746860,0.165174825,#D7B876,0.142797203,#D3D0CB,0.076853147,#C04F28,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2194400621.jpg,https://movie.douban.com/subject/3077701/
416,名侦探柯南：第十四个目标,7.9,动画,动画,270,5,15,0.333216783,#242325,0.255594406,#D6C7AB,0.222727273,#7A6D6A,0.124055944,#B26535,0.064405594,#3B417B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1954017381.jpg,https://movie.douban.com/subject/2357699/
417,哆啦A梦：大雄的魔界大冒险,8.3,科幻,动画,274,14,16,0.358531469,#252228,0.216293706,#484570,0.204545455,#BB4449,0.123566434,#CDBFB7,0.097062937,#B1A94A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520698818.jpg,https://movie.douban.com/subject/1458893/
418,秒速5厘米,8.3,剧情,动画,276,51,36,0.327692308,#492D5C,0.24041958,#48528C,0.24020979,#2F263A,0.156223776,#9894A9,0.035454545,#AE7367,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p982896012.jpg,https://movie.douban.com/subject/2043546/
419,黑执事：大西洋之书,8.2,剧情,动画,278,35,18,0.361188811,#291F2F,0.327762238,#130C0F,0.110629371,#998A89,0.107342657,#62292A,0.093076923,#E05D38,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2497235921.jpg,https://movie.douban.com/subject/26640849/
420,日本昆虫记,8.2,剧情,,5,2,17,0.410340136,#2C2B2B,0.195102041,#535150,0.142380952,#7D7B79,0.133333333,#D9D6D2,0.118843537,#ABA7A4,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2312214288.jpg,https://movie.douban.com/subject/1302917/
421,忠犬八公物语,9,剧情,,281,1,92,0.488741259,#E9E7EA,0.17048951,#38312F,0.161468531,#D7C1B8,0.13958042,#D2A484,0.03972028,#DE2B2C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2297934945.jpg,https://movie.douban.com/subject/1959195/
422,诈欺游戏 电影版,7.9,剧情,,283,17,15,0.526643357,#252027,0.171608392,#5B5953,0.158251748,#C6BCB8,0.080769231,#834B4D,0.062727273,#B1A466,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p544538018.jpg,https://movie.douban.com/subject/3718665/
423,侧耳倾听,8.8,剧情,动画,289,1,98,0.344055944,#FAF8FA,0.306853147,#ECECF2,0.155944056,#A1AECB,0.151468531,#59434D,0.041678322,#7B9A67,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,https://movie.douban.com/subject/1297052/
424,秘密,7.8,剧情,,292,1,95,0.349020979,#F2EFF3,0.318671329,#FDFDFC,0.158391608,#B8A6B5,0.088741259,#992348,0.085174825,#2B2728,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1371691835.jpg,https://movie.douban.com/subject/1305084/
425,熊猫的故事,9,动画,动画,299,28,3,0.606363636,#090609,0.113286713,#414464,0.10958042,#614535,0.095594406,#AE4B27,0.075174825,#E8E1D8,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2334086208.jpg,https://movie.douban.com/subject/2121871/
426,入殓师,8.8,剧情,,300,0,99,0.383916084,#FBFBFB,0.241048951,#E8DFE6,0.135944056,#E5B5C0,0.133426573,#957C6E,0.105664336,#251C20,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p594972928.jpg,https://movie.douban.com/subject/2149806/
427,空之境界 未来福音,9.1,动画,动画,300,11,16,0.41951049,#282428,0.176573427,#4D4964,0.146853147,#5E4844,0.128671329,#D0C6BF,0.128391608,#8F8C97,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2037135869.jpg,https://movie.douban.com/subject/11499092/
428,极恶非道2,7.6,动作,犯罪,221,22,11,0.543006993,#15171B,0.14013986,#5F5C57,0.122097902,#C4C0C0,0.107342657,#532130,0.087412587,#BC2A58,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1725840594.jpg,https://movie.douban.com/subject/5286821/
429,如月疑云,8.1,喜剧,悬疑,301,23,11,0.435174825,#1C151C,0.19951049,#762D3B,0.145664336,#EC6084,0.137832168,#F5ECEC,0.081818182,#B37F71,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p655393674.jpg,https://movie.douban.com/subject/2361826/
430,冬之蝉,8.7,剧情,动画,302,3,67,0.292027972,#AAA5AA,0.217202797,#E1E0E1,0.211888112,#B3866C,0.21041958,#CDAD97,0.068461538,#5C4849,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2503152349.jpg,https://movie.douban.com/subject/2286133/
431,百元之恋,8.3,剧情,爱情,304,18,13,0.353426573,#211B20,0.33965035,#AEBAC0,0.155874126,#77797A,0.076783217,#C64065,0.074265734,#AE7186,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2205471169.jpg,https://movie.douban.com/subject/25761178/
432,四月一日灵异事件簿剧场版：仲夏夜之梦,8.5,动画,动画,304,28,35,0.270699301,#5A4158,0.235454545,#252124,0.221188811,#C8C2C8,0.158811189,#716552,0.113846154,#913F37,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2181265210.jpg,https://movie.douban.com/subject/1764361/
433,三国志：辽阔的大地,8.9,历史,动画,306,28,40,0.291048951,#664A64,0.239020979,#1B1721,0.166293706,#877458,0.162237762,#D1CFCD,0.141398601,#BA5D3B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509584012.jpg,https://movie.douban.com/subject/4176667/
434,人狼,8.6,剧情,动画,309,6,10,0.382027972,#191718,0.28,#39336A,0.186783217,#5077A1,0.084615385,#B6C3CE,0.066573427,#AD8D55,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1245102664.jpg,https://movie.douban.com/subject/1306255/
435,三国志：长江的燃烧,9,历史,动画,312,42,24,0.27979021,#3E2438,0.241538462,#8C7548,0.225944056,#723133,0.132937063,#E36F34,0.11979021,#373083,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509584225.jpg,https://movie.douban.com/subject/4176666/
436,茶泡饭之味,8.2,剧情,家庭,313,18,15,0.290839161,#272025,0.187062937,#A39FA5,0.182867133,#DAD9DF,0.173216783,#493D45,0.166013986,#71686F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2018420870.jpg,https://movie.douban.com/subject/1306183/
437,剧场版魔法少女小圆 后篇 永远的故事,9,动画,动画,317,5,16,0.336433566,#2A2829,0.22013986,#736B6A,0.184055944,#3A3F5D,0.151188811,#CBC0C1,0.108181818,#A96885,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1687571406.jpg,https://movie.douban.com/subject/10569150/
438,机动战士高达 THE ORIGIN I 青瞳的卡斯巴尔,8.8,科幻,动画,317,48,4,0.463356643,#0B0609,0.223846154,#36171B,0.132867133,#886869,0.122657343,#7F292C,0.057272727,#E2DFDF,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2212678557.jpg,https://movie.douban.com/subject/19897541/
439,未麻的部屋,8.8,动画,动画,321,19,83,0.316223776,#D5ADC7,0.248951049,#CE9D96,0.156713287,#A85765,0.150699301,#F7F5F5,0.127412587,#40292D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,https://movie.douban.com/subject/1395091/
440,杀戮都市：O,7.9,动作,动画,322,34,7,0.441258741,#130C10,0.202797203,#333152,0.182727273,#512427,0.094895105,#B57C74,0.078321678,#C3151E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2388010000.jpg,https://movie.douban.com/subject/26666177/
441,用心棒,8.8,剧情,犯罪,323,51,13,0.352727273,#20101A,0.222167832,#452B2E,0.199370629,#6C534C,0.134825175,#AA8F79,0.090909091,#D7292D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2163659004.jpg,https://movie.douban.com/subject/1292515/
442,灌篮高手 剧场版2,8.5,动画,动画,325,27,42,0.298041958,#6C4F60,0.284335664,#CF927C,0.218111888,#DDCFCF,0.123076923,#E6DA6E,0.076433566,#D24556,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221505014.jpg,https://movie.douban.com/subject/4928748/
443,第八日的蝉,8.3,剧情,,327,17,8,0.286853147,#141113,0.233496503,#DFBF93,0.226923077,#C81E2E,0.127272727,#B87461,0.125454545,#574B48,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p997313868.jpg,https://movie.douban.com/subject/5295610/
444,花与爱丽丝杀人事件,7.9,喜剧,动画,327,24,19,0.302727273,#32262C,0.242377622,#C4D3D9,0.218811189,#F9F9F8,0.130769231,#9B978A,0.105314685,#585255,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220639306.jpg,https://movie.douban.com/subject/26147706/
445,游戏人生ZERO,8.5,动画,动画,327,25,64,0.234755245,#A37A91,0.224755245,#DDD9D8,0.221118881,#9C353D,0.206013986,#482D39,0.113356643,#D7A070,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2441007626.jpg,https://movie.douban.com/subject/26837952/
446,听说桐岛要退部,7.9,剧情,,330,5,25,0.293846154,#403D3F,0.275594406,#1A1B1A,0.195384615,#7A7373,0.174685315,#CBBFB6,0.06048951,#557CC1,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1591938486.jpg,https://movie.douban.com/subject/7152895/
447,弟弟,8.1,剧情,,331,20,13,0.368321678,#211B1E,0.267902098,#BB906D,0.164895105,#7E4D38,0.155524476,#E3E0DE,0.043356643,#C33026,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p544551472.jpg,https://movie.douban.com/subject/3395437/
448,机动战士高达THE ORIGIN 赤色彗星诞生,8.8,科幻,动画,331,62,8,0.276503497,#16080F,0.274055944,#A2467B,0.25958042,#521630,0.104825175,#383858,0.085034965,#AC9DA0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2518242401.jpg,https://movie.douban.com/subject/26920182/
449,古畑任三郎完结篇 重生之死,9,悬疑,犯罪,332,21,4,0.410839161,#0B090A,0.247622378,#302629,0.192167832,#D6D4D4,0.108741259,#6C686B,0.040629371,#9D1312,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2155138409.jpg,https://movie.douban.com/subject/10558405/
450,空之境界 第五章 矛盾螺旋,9.3,动画,动画,333,27,4,0.462937063,#0A0809,0.211118881,#312D2D,0.163286713,#6B645E,0.119160839,#C7C1B8,0.043496503,#732521,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2194403556.jpg,https://movie.douban.com/subject/3187790/
451,名侦探柯南：水平线上的阴谋,7.6,动画,动画,333,30,17,0.25020979,#2B1E24,0.225104895,#3F5072,0.198811189,#AE4F2D,0.196573427,#9F9E9C,0.129300699,#DDAD5C,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1954012128.jpg,https://movie.douban.com/subject/2357713/
452,恶人,7.7,剧情,,333,31,7,0.307132867,#120C0F,0.274195804,#E9D3B9,0.151328671,#DB9958,0.143146853,#5B4438,0.124195804,#A3401A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p684630800.jpg,https://movie.douban.com/subject/4135443/
453,天使之卵,8,剧情,动画,335,53,4,0.602587413,#0B0507,0.153426573,#F5EFEB,0.135944056,#492E28,0.05993007,#AF9076,0.048111888,#D6AB49,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2378440095.jpg,https://movie.douban.com/subject/1467779/
454,棋魂·通往北斗杯之路,8.9,剧情,动画,338,4,60,0.266923077,#9A9496,0.192517483,#403741,0.187692308,#995344,0.182307692,#E3B390,0.170559441,#CA9836,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2317864927.jpg,https://movie.douban.com/subject/2997404/
455,银河铁道之夜,8.5,剧情,动画,338,30,24,0.422447552,#3E2C32,0.256573427,#5B3238,0.170629371,#944945,0.087342657,#A49497,0.063006993,#655084,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p740452252.jpg,https://movie.douban.com/subject/1962665/
456,机动战士高达0083 吉翁的残光,8.9,科幻,动画,339,16,30,0.36958042,#4C4044,0.215944056,#676981,0.156853147,#2B2222,0.139300699,#865D4A,0.118321678,#B5B0B2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2517463446.jpg,https://movie.douban.com/subject/1766571/
457,投靠女与出走男,8.2,剧情,喜剧,341,4,92,0.433636364,#EAE0E3,0.168951049,#28303D,0.167902098,#7E7A7D,0.119300699,#E8D6A5,0.11020979,#7FC2C4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2217281855.jpg,https://movie.douban.com/subject/25969201/
458,阿弥陀堂讯息,8.6,剧情,,343,7,53,0.241538462,#877E81,0.204475524,#375136,0.194615385,#1C1A19,0.185874126,#BFC5CA,0.173496503,#59874B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2393018482.jpg,https://movie.douban.com/subject/1937998/
459,生之欲,9,剧情,,343,8,14,0.404615385,#242122,0.225944056,#2E2B2D,0.128601399,#636365,0.123356643,#403F41,0.117482517,#97989B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2327887726.jpg,https://movie.douban.com/subject/1293847/
460,星际牛仔：天国之门,8.8,剧情,动画,344,18,10,0.308181818,#191516,0.251538462,#B03820,0.21979021,#6C2A21,0.155104895,#7E6A68,0.065384615,#F09244,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2174245657.jpg,https://movie.douban.com/subject/1307031/
461,寻访千利休,7.9,剧情,,345,2,95,0.528671329,#F3EEEF,0.165874126,#C8AEAA,0.151048951,#2C1F1F,0.128111888,#734E49,0.026293706,#D06987,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2134378932.jpg,https://movie.douban.com/subject/20284873/
462,红胡子,8.5,剧情,,345,13,16,0.297622378,#292425,0.266643357,#EFF2EC,0.218951049,#665554,0.17048951,#A09A9C,0.046293706,#DE343A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2215875666.jpg,https://movie.douban.com/subject/1296679/
463,海贼王剧场版10：强者天下,8.6,动画,动画,346,12,29,0.237062937,#4A4143,0.222587413,#7C8362,0.19986014,#DEDDD9,0.191538462,#D3C082,0.148951049,#9D5D52,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2203803601.jpg,https://movie.douban.com/subject/3915458/
464,盗信情缘,8.5,剧情,喜剧,346,21,13,0.320979021,#211A1C,0.240769231,#F15B36,0.234335664,#EDE4DD,0.151398601,#935549,0.052517483,#503E77,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453460950.jpg,https://movie.douban.com/subject/1292397/
465,热血高校,7.7,动作,动作,346,25,14,0.401188811,#231A1C,0.212517483,#CD403C,0.207762238,#8E222C,0.103706294,#675655,0.074825175,#C7BFBD,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1011836385.jpg,https://movie.douban.com/subject/2065021/
466,深夜食堂2,8,剧情,,346,35,7,0.385104895,#130C0E,0.254825175,#2F2218,0.191888112,#5E4D40,0.098881119,#A3855F,0.069300699,#E6DFD5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2494842674.jpg,https://movie.douban.com/subject/26798437/
467,阴差阳错的女演员们,8.1,剧情,,347,1,98,0.378601399,#F9F6F6,0.212727273,#674D47,0.161678322,#FBF9F9,0.12972028,#FBF8F8,0.117272727,#FFFFFF,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2400524082.jpg,https://movie.douban.com/subject/26425002/
468,青之炎,8.6,剧情,爱情,348,23,10,0.405384615,#181314,0.242657343,#F1F4F5,0.138461538,#604454,0.122097902,#9B91AE,0.091398601,#36355D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p483488366.jpg,https://movie.douban.com/subject/1389924/
469,名侦探柯南：贝克街的亡灵,8.8,动画,动画,348,40,25,0.291818182,#3F262B,0.278391608,#AE4E31,0.186853147,#9B7F75,0.157762238,#DC9D57,0.085174825,#6A5F95,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453731188.jpg,https://movie.douban.com/subject/2286642/
470,GO!大暴走,8.2,剧情,,348,50,4,0.36986014,#090506,0.252727273,#EBF0D9,0.141748252,#908767,0.14020979,#54362A,0.095454545,#E6D692,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2221153968.jpg,https://movie.douban.com/subject/1307176/
471,杀妻总动员,8.1,爱情,悬疑,348,76,92,0.410559441,#EC395E,0.210629371,#200909,0.176713287,#7F1D2C,0.15034965,#C1C2CC,0.051748252,#D6758D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p729530435.jpg,https://movie.douban.com/subject/1308841/
472,幽灵公主,8.8,动作,动画,349,2,82,0.448881119,#D2CECF,0.238531469,#352223,0.177412587,#958580,0.088881119,#D9BFA2,0.046293706,#CC1F27,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg,https://movie.douban.com/subject/1297359/
