序列,title,rate,style1,style2,h-0,s-0,v-0,percent-0,hex-0,percent-1,hex-1,percent-2,hex-2,percent-3,hex-3,percent-4,hex-4,pic,url
382,我，机器人,8,"科幻
",动作,230,45,5,0.288741259,#08090E,0.216153846,#272C37,0.176783217,#D8DAE2,0.164335664,#7B98B8,0.153986014,#535E6C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p691069814.jpg,https://movie.douban.com/subject/1308843/
383,忠犬八公的故事,9.2,"剧情
",,230,56,23,0.29979021,#191F3A,0.228881119,#2D3D66,0.223776224,#566E93,0.201818182,#93ABC6,0.045734266,#25251D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p524964016.jpg,https://movie.douban.com/subject/3011091/
384,雨中曲,9,"歌舞
",爱情,231,27,17,0.326013986,#20222C,0.281748252,#474A4F,0.22020979,#728188,0.089370629,#A3936B,0.082657343,#DEDCD7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,https://movie.douban.com/subject/1293460/
385,这个男人来自地球,8.5,"科幻
",剧情,231,36,5,0.41972028,#09090D,0.165734266,#373844,0.162377622,#7E838C,0.138181818,#15427E,0.113986014,#DEE1E4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513303986.jpg,https://movie.douban.com/subject/2300586/
386,E.T. 外星人,8.5,"科幻
",剧情,231,65,43,0.392867133,#26316E,0.263216783,#0D0B16,0.158251748,#B1C7DD,0.150839161,#405EBA,0.034825175,#A3584C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg,https://movie.douban.com/subject/1294638/
387,银河护卫队2,8.1,"科幻
",动作,232,77,38,0.268531469,#162062,0.256643357,#191930,0.218251748,#5869A2,0.150629371,#B6BDD2,0.105944056,#7D6F61,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455261804.jpg,https://movie.douban.com/subject/25937854/
388,淘金记,9,"喜剧
",冒险,233,6,71,0.403426573,#A8A9B4,0.253496503,#D9D8DF,0.124965035,#6F6A71,0.10979021,#763C36,0.108321678,#2C1A1D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1581774481.jpg,https://movie.douban.com/subject/1298817/
389,悲惨世界,8.5,"音乐
",剧情,233,38,6,0.386993007,#090A0F,0.182727273,#CFC2B5,0.162867133,#3C3634,0.13979021,#80766E,0.127622378,#2A4351,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1900812761.jpg,https://movie.douban.com/subject/6860160/
390,哈利·波特与阿兹卡班的囚徒,8.2,"奇幻
",冒险,234,62,5,0.484685315,#05060E,0.151958042,#222227,0.127622378,#808084,0.117972028,#C7C3C3,0.117762238,#48484C,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,https://movie.douban.com/subject/1291544/
391,地心引力,7.8,"科幻
",灾难,234,64,3,0.431188811,#030307,0.192027972,#061123,0.137342657,#19334A,0.124055944,#5D7587,0.115384615,#CBD9E2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159078612.jpg,https://movie.douban.com/subject/3793783/
392,爱乐之城,8.4,爱情,歌舞,235,68,6,0.35958042,#05060F,0.229300699,#08143D,0.221608392,#090D25,0.111608392,#183F7D,0.077902098,#505F71,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2425658570.jpg,https://movie.douban.com/subject/25934014/
393,看不见的客人,8.8,"悬疑
",犯罪,235,75,12,0.314615385,#07091F,0.199370629,#253246,0.180909091,#536677,0.16958042,#7F92A2,0.135524476,#BDBFC7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg,https://movie.douban.com/subject/26580232/
394,银翼杀手2049,8.2,"科幻
",剧情,237,22,9,0.458391608,#131318,0.172447552,#D44E1D,0.157412587,#278A9C,0.142657343,#5E3525,0.069090909,#9D8B77,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2501864539.jpg,https://movie.douban.com/subject/10512661/
395,侏罗纪公园,8,"科幻
",冒险,237,35,3,0.414825175,#050508,0.219300699,#3D4D44,0.214895105,#171F23,0.106013986,#B9B090,0.044965035,#773825,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2076443176.jpg,https://movie.douban.com/subject/1292523/
396,禁闭岛,8.7,"悬疑
",惊悚,238,34,6,0.473216783,#0A0A0F,0.196083916,#2D3038,0.16993007,#6A696B,0.080839161,#D8CDBD,0.07993007,#AB7B60,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1832875827.jpg,https://movie.douban.com/subject/2334904/
397,铁甲钢拳,8.2,"科幻
",动作,238,41,5,0.327762238,#07070C,0.184475524,#2A2A34,0.182657343,#707581,0.174265734,#4C4F5A,0.130839161,#9DA3AF,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1031075041.jpg,https://movie.douban.com/subject/1972729/
398,回到未来,8.5,"科幻
",喜剧,238,45,45,0.241678322,#3F4172,0.237202797,#938892,0.209020979,#603731,0.165524476,#F2EBE2,0.146573427,#D17C3A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475872903.jpg,https://movie.douban.com/subject/1300555/
399,查理和巧克力工厂,7.9,"奇幻
",喜剧,239,55,23,0.344265734,#1A1B3A,0.227552448,#4E6477,0.165454545,#E190AB,0.147342657,#9EC6E1,0.115384615,#DFB89B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453925617.jpg,https://movie.douban.com/subject/1309101/
400,爱在日落黄昏时,8.7,爱情,剧情,239,57,4,0.622237762,#04050A,0.147832168,#403530,0.093706294,#84603E,0.072167832,#F9F8ED,0.064055944,#CEA65D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910924055.jpg,https://movie.douban.com/subject/1291990/
401,天国王朝,8.3,"历史
",动作,240,26,3,0.436853147,#050507,0.173286713,#3B4C5E,0.148741259,#1B2334,0.125524476,#5B7E9B,0.115594406,#ADC7DA,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p460797308.jpg,https://movie.douban.com/subject/1309071/
402,哈利·波特与密室,8.2,"奇幻
",冒险,240,42,3,0.515734266,#050508,0.219160839,#272A36,0.112027972,#356098,0.078531469,#BFCDE2,0.074545455,#988054,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,https://movie.douban.com/subject/1296996/
403,茜茜公主,8.5,爱情,历史,243,55,21,0.316013986,#1A1836,0.277412587,#DFA93A,0.168391608,#B96833,0.121398601,#CFBA91,0.116783217,#5E6080,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2160427238.jpg,https://movie.douban.com/subject/1304056/
404,盗火线,8.4,"犯罪
",动作,243,62,2,0.50013986,#030206,0.225034965,#0E2137,0.120769231,#87B0D8,0.115524476,#2A6698,0.038531469,#5B5156,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2193849510.jpg,https://movie.douban.com/subject/1295686/
405,美国队长3,7.7,"科幻
",动作,244,36,8,0.503216783,#0E0D15,0.178881119,#4E4E59,0.123986014,#BBB5B7,0.110979021,#451921,0.082937063,#923836,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2332503406.jpg,https://movie.douban.com/subject/25820460/
406,哈利·波特与死亡圣器(上),7.9,"奇幻
",剧情,245,39,4,0.381538462,#07070B,0.222027972,#172029,0.157972028,#274249,0.126643357,#507173,0.111818182,#A1C4BF,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p721429854.jpg,https://movie.douban.com/subject/2051007/
407,这个杀手不太冷,9.4,"剧情
",动作,247,15,7,0.55034965,#0F0F11,0.139230769,#5D332E,0.136363636,#B13C35,0.095804196,#DFB56D,0.078251748,#E6E0D2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p511118051.jpg,https://movie.douban.com/subject/1295644/
408,比利·林恩的中场战事,8.3,"战争
",剧情,251,39,8,0.36958042,#0F0D16,0.282097902,#110F25,0.15006993,#46263C,0.125174825,#A93E57,0.073076923,#887C7E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2391542403.jpg,https://movie.douban.com/subject/25983044/
409,阿凡达,8.6,"科幻
",战争,252,27,6,0.462727273,#0C0B0F,0.246853147,#2A385F,0.125384615,#3E281C,0.096153846,#979AB2,0.068881119,#AA7750,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p492458287.jpg,https://movie.douban.com/subject/1652587/
410,爱,8.5,爱情,剧情,252,34,13,0.423216783,#181622,0.243146853,#372F2E,0.16958042,#604A4B,0.10013986,#9C8270,0.063916084,#E0D8D8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1566292031.jpg,https://movie.douban.com/subject/4798707/
411,情枭的黎明,8.6,"犯罪
",剧情,252,49,11,0.345244755,#110E1C,0.334265734,#120E17,0.162937063,#3E3F47,0.08,#9F3E1B,0.077552448,#8BA4B8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1365185044.jpg,https://movie.douban.com/subject/1292646/
412,甘地传,8.6,"传记
",历史,253,2,26,0.279020979,#424243,0.241118881,#231A17,0.192727273,#897970,0.178671329,#574238,0.108461538,#CFC2BD,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2193944770.jpg,https://movie.douban.com/subject/1292238/
413,黑洞频率,8.3,"科幻
",悬疑,253,9,10,0.630769231,#171619,0.144195804,#272E44,0.117972028,#29498E,0.059090909,#81A7BC,0.047972028,#639476,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p812857342.jpg,https://movie.douban.com/subject/1294183/
414,梦之安魂曲,8.7,"剧情
",,253,26,13,0.276993007,#1A1821,0.227692308,#708DB0,0.200909091,#6E514F,0.178741259,#CCBDBC,0.115664336,#BD7664,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884936202.jpg,https://movie.douban.com/subject/1292270/
415,我在伊朗长大,8.7,动画,剧情,254,12,1,0.496853147,#030304,0.169160839,#383C3D,0.141258741,#F2F2F2,0.101608392,#8F9192,0.091118881,#1AB1BD,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1486953897.jpg,https://movie.douban.com/subject/1962116/
416,头脑特工队,8.7,动画,喜剧,254,50,35,0.361538462,#372D59,0.215314685,#4679B0,0.186503497,#96B644,0.157412587,#A8ADAC,0.079230769,#A03C33,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,https://movie.douban.com/subject/10533913/
417,疯狂动物城,9.1,"喜剧
",动画,255,19,23,0.295034965,#33303B,0.265804196,#795F51,0.201328671,#C9B0A4,0.154055944,#7E889E,0.083776224,#AE994C,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2315672647.jpg,https://movie.douban.com/subject/25662329/
418,人鬼情未了,8.2,爱情,奇幻,256,1,96,0.557062937,#F2F2F5,0.158321678,#070813,0.106853147,#111B3B,0.09048951,#3D5E94,0.087272727,#A8B8D5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p544574893.jpg,https://movie.douban.com/subject/1293203/
419,美女与野兽,8.3,动画,爱情,257,65,32,0.341118881,#2B1C50,0.254125874,#8A333F,0.171818182,#B74C4A,0.168881119,#5E2445,0.064055944,#D6988A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2238467474.jpg,https://movie.douban.com/subject/1297995/
420,星际穿越,9.2,"科幻
",冒险,257,72,6,0.331258741,#07040F,0.250769231,#3B2F3D,0.187552448,#766D79,0.120979021,#BFAFBB,0.109440559,#B87280,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206088801.jpg,https://movie.douban.com/subject/1889243/
421,2001太空漫游,8.6,"科幻
",惊悚,261,36,9,0.406923077,#120F18,0.193076923,#A09596,0.19,#E9E5E4,0.186013986,#51474E,0.023986014,#BCA73C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792189453.jpg,https://movie.douban.com/subject/1292226/
422,星球大战前传3：西斯的复仇,8.2,"科幻
",动作,261,39,4,0.547972028,#08060A,0.166783217,#A26443,0.127832168,#4B2C24,0.086993007,#C8BBC2,0.07041958,#665C5C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p533908031.jpg,https://movie.douban.com/subject/1309078/
423,超时空接触,8.3,"科幻
",剧情,262,7,13,0.383146853,#201F22,0.240979021,#303243,0.160699301,#40578D,0.127552448,#6E7E9B,0.087622378,#BFC5D6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453499268.jpg,https://movie.douban.com/subject/1295647/
424,伴你高飞,8.8,"剧情
",冒险,264,78,23,0.506713287,#1F0D3B,0.178671329,#050308,0.13013986,#691533,0.10048951,#F3EBE0,0.083986014,#CC8171,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1378705974.jpg,https://movie.douban.com/subject/1292642/
425,小羊肖恩,8.4,动画,喜剧,265,4,23,0.388251748,#38373A,0.227412587,#7D6D58,0.220839161,#C8C6B9,0.100699301,#B6B24C,0.062797203,#51A4DC,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2249261202.jpg,https://movie.douban.com/subject/24397586/
426,夜行者,8.2,"犯罪
",惊悚,266,11,8,0.411678322,#131214,0.277202797,#1B2323,0.203496503,#2A3531,0.086293706,#5D5A48,0.021328671,#B5B63E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2203693875.jpg,https://movie.douban.com/subject/25750969/
427,每分钟120击,8.3,"同性
",剧情,267,53,4,0.411888112,#08050B,0.197482517,#3D3932,0.185524476,#F1DFD0,0.141748252,#AD896E,0.063356643,#C56299,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2476693368.jpg,https://movie.douban.com/subject/26746559/
428,莫扎特传,8.6,"传记
",音乐,268,8,7,0.479020979,#121112,0.215104895,#2D2929,0.116713287,#565353,0.096153846,#B6A9A6,0.093006993,#964947,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p595764767.jpg,https://movie.douban.com/subject/1293399/
429,地下,9.1,"战争
",喜剧,269,31,16,0.361398601,#221C28,0.258881119,#2E2E41,0.234755245,#525053,0.077062937,#8F2B2D,0.067902098,#C79B47,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1833776334.jpg,https://movie.douban.com/subject/1292206/
430,复仇者联盟,8,"科幻
",动作,271,31,8,0.33034965,#100D13,0.296293706,#23353F,0.19993007,#467E87,0.087342657,#7B5E52,0.086083916,#BFC8C7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1524904031.jpg,https://movie.douban.com/subject/1866479/
431,丛林赤子心,9.1,"剧情
",冒险,274,15,25,0.313216783,#3C3640,0.221958042,#6A5C6D,0.173706294,#AC8580,0.152027972,#C9B89A,0.139090909,#F9F9F7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2321248846.jpg,https://movie.douban.com/subject/1473562/
432,好家伙,8.3,"犯罪
",剧情,280,6,4,0.421328671,#0A090A,0.187622378,#727172,0.147762238,#060606,0.132377622,#070708,0.110909091,#000000,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1403069323.jpg,https://movie.douban.com/subject/1292268/
433,香水,8.4,"犯罪
",剧情,283,51,5,0.401398601,#0A060C,0.191468531,#34323A,0.175874126,#6D686F,0.12027972,#C1BCC1,0.110979021,#622226,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p470006658.jpg,https://movie.douban.com/subject/1760622/
434,不一样的天空,8.6,"家庭
",剧情,285,14,9,0.494825175,#151316,0.175174825,#6F6362,0.11965035,#3A3232,0.116363636,#9B9190,0.093986014,#C7C3C1,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2175712032.jpg,https://movie.douban.com/subject/1301617/
435,华盛顿邮报,8.2,"剧情
",历史,285,21,3,0.511188811,#080608,0.198391608,#292523,0.13965035,#494845,0.082307692,#7F7B79,0.068461538,#BFBBBA,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505577378.jpg,https://movie.douban.com/subject/26990609/
436,亚当斯一家,8.4,"喜剧
",奇幻,286,13,50,0.253496503,#7A6E7E,0.250979021,#B1A9B8,0.242237762,#2B1E1C,0.185664336,#584951,0.067622378,#A27C70,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1219939183.jpg,https://movie.douban.com/subject/1293718/
437,回到未来2,8.3,"科幻
",喜剧,291,17,13,0.40013986,#211C22,0.256853147,#525378,0.162447552,#DDCBCC,0.121258741,#B35539,0.059300699,#EAC05B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475857703.jpg,https://movie.douban.com/subject/1299092/
438,贫民窟的百万富翁,8.5,"剧情
",爱情,293,28,6,0.630559441,#100C10,0.107972028,#783BCE,0.096363636,#8C2C1D,0.094545455,#ABBCCC,0.070559441,#9DB438,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,https://movie.douban.com/subject/2209573/
439,星球大战,8.3,"科幻
",动作,297,7,12,0.493846154,#1E1C1E,0.16986014,#4E4B74,0.144545455,#D6915F,0.097552448,#EED7AB,0.094195804,#995E55,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p732941361.jpg,https://movie.douban.com/subject/1293838/
440,闻香识女人,8.9,"剧情
",,294,13,61,0.264931507,#9A889C,0.257465753,#C6B6B7,0.24109589,#282125,0.139520548,#4B3239,0.096986301,#8A5B59,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550757929.jpg,https://movie.douban.com/subject/1298624/
441,银河护卫队,8,"科幻
",动作,298,20,6,0.352307692,#0F0C0F,0.237622378,#262A43,0.170839161,#406899,0.132937063,#695140,0.106293706,#BFADAE,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2198455702.jpg,https://movie.douban.com/subject/7065154/
442,机器管家,8.5,"科幻
",剧情,299,31,7,0.319440559,#130D13,0.245804196,#224D96,0.163146853,#27254D,0.155174825,#D8E0E7,0.116433566,#628DC1,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195410751.jpg,https://movie.douban.com/subject/1292529/
443,布达佩斯大饭店,8.8,"喜剧
",剧情,303,17,19,0.315874126,#312931,0.267832168,#E1C7B0,0.182797203,#9B7763,0.135454545,#AC1B0F,0.098041958,#380C0B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg,https://movie.douban.com/subject/11525673/
444,两小无猜,8.1,爱情,剧情,305,55,25,0.317552448,#401D3D,0.247062937,#A32E67,0.208111888,#2E689C,0.155384615,#8D903B,0.055664336,#F2645B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2403888231.jpg,https://movie.douban.com/subject/1308817/
445,猩球崛起,8,"科幻
",动作,307,6,4,0.411468531,#0A0909,0.171048951,#2D5E7A,0.17041958,#6194A7,0.146783217,#B3C8CD,0.10027972,#4C4E50,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1281402537.jpg,https://movie.douban.com/subject/3274505/
446,最佳出价,8.3,"悬疑
",剧情,307,13,12,0.29965035,#1F1A1E,0.205804196,#4B3520,0.197552448,#736C5E,0.152097902,#825B2D,0.144895105,#D2B379,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2039855496.jpg,https://movie.douban.com/subject/7059671/
447,心房客,8.3,"剧情
",喜剧,308,1,88,0.384965035,#E0DEDF,0.286713287,#B8B2B0,0.14979021,#746C63,0.133006993,#1C1A19,0.045524476,#9F2A30,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2312758560.jpg,https://movie.douban.com/subject/26356789/
448,小岛惊魂,8,"悬疑
",恐怖,311,1,9,0.386503497,#171717,0.295034965,#151314,0.127132867,#38302F,0.111468531,#774C3B,0.07986014,#F4CD97,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p492298664.jpg,https://movie.douban.com/subject/1301459/
449,爱在黎明破晓前,8.7,爱情,剧情,311,20,47,0.252657343,#786073,0.24006993,#C19D95,0.193986014,#953C2C,0.185944056,#1E1112,0.127342657,#CD9756,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452582315.jpg,https://movie.douban.com/subject/1296339/
450,X战警：逆转未来,8.2,"科幻
",动作,313,8,6,0.232097902,#100F10,0.208111888,#C8BCA3,0.195104895,#4A6D7D,0.192237762,#AB7242,0.172447552,#5C4942,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2181156848.jpg,https://movie.douban.com/subject/10485647/
451,百万美元宝贝,8.5,"剧情
",运动,314,12,2,0.484965035,#050505,0.166993007,#514A4B,0.135104895,#050505,0.121258741,#040304,0.091678322,#B7B1B0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1734930026.jpg,https://movie.douban.com/subject/1309016/
452,爆裂鼓手,8.6,"音乐
",剧情,316,29,1,0.504545455,#030203,0.161468531,#4C5B64,0.155594406,#18171A,0.139020979,#283137,0.039370629,#7A1F25,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,https://movie.douban.com/subject/25773932/
453,星球大战3：绝地归来,8.3,"科幻
",动作,317,11,17,0.397622378,#2A2629,0.286433566,#4D5587,0.136853147,#6B534C,0.11979021,#C2834F,0.059300699,#C2B7B8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p732934345.jpg,https://movie.douban.com/subject/1297151/
454,两杆大烟枪,9.1,"喜剧
",犯罪,318,9,2,0.499090909,#060506,0.242657343,#EA3227,0.145804196,#F2F2F1,0.086573427,#807D7E,0.025874126,#641D1D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg,https://movie.douban.com/subject/1293350/
455,哈利·波特与魔法石,8.7,"奇幻
",冒险,319,14,4,0.437832168,#0B090B,0.215244755,#594231,0.155804196,#C58441,0.104895105,#D8C5A8,0.086223776,#6B90AE,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p804947166.jpg,https://movie.douban.com/subject/1295038/
456,卡比利亚之夜,9,爱情,剧情,346,26,2,0.5522,#060505,0.141933333,#988572,0.117,#55443D,0.114933333,#E3D3A4,0.073933333,#B32A1B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204675868.jpg,https://movie.douban.com/subject/1294781/
457,变脸,8.4,"动作
",犯罪,320,60,2,0.557762238,#060305,0.12958042,#4C3232,0.10958042,#C46557,0.109020979,#FACDB8,0.094055944,#4C5A77,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173855883.jpg,https://movie.douban.com/subject/1292659/
458,蓝白红三部曲之蓝,8.5,爱情,剧情,321,11,15,0.312937063,#252124,0.298041958,#28416C,0.223286713,#2F7194,0.090629371,#605C5A,0.075104895,#DBCEC7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1978408096.jpg,https://movie.douban.com/subject/1292048/
459,德州巴黎,8.6,"剧情
",,323,10,71,0.274965035,#B6A3AF,0.25986014,#0F1E4A,0.241188811,#751214,0.144265734,#43171D,0.07972028,#98615F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p544482294.jpg,https://movie.douban.com/subject/1302061/
460,银翼杀手,8.2,"科幻
",惊悚,327,30,6,0.53034965,#0F0A0D,0.237482517,#3D2D32,0.106643357,#8C4B37,0.074965035,#C6BBBD,0.050559441,#D3B873,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p868550285.jpg,https://movie.douban.com/subject/1291839/
461,美国X档案,8.5,"犯罪
",剧情,328,2,99,0.564195804,#FCF9FB,0.166573427,#EFE9F0,0.121188811,#CBC5CB,0.086993007,#2F262E,0.061048951,#7D767D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792437057.jpg,https://movie.douban.com/subject/1293527/
462,神探夏洛克：最后的誓言,8.8,"悬疑
",犯罪,328,11,4,0.410839161,#0B0A0A,0.264545455,#362928,0.202237762,#675147,0.112307692,#B8A99E,0.01006993,#662A73,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2164957248.jpg,https://movie.douban.com/subject/25804790/
463,辛德勒的名单,9.4,"战争
",剧情,331,25,20,0.34986014,#33262C,0.348111888,#181316,0.113566434,#97888D,0.107692308,#CBC1BE,0.080769231,#5F5053,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p492406163.jpg,https://movie.douban.com/subject/1295124/
464,关于我母亲的一切,8.5,"剧情
",,334,0,95,0.315174825,#F3F2F2,0.205594406,#DF1534,0.196433566,#3D2936,0.166643357,#F0C728,0.116153846,#35A1DB,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2167231837.jpg,https://movie.douban.com/subject/1291937/
465,猜火车,8.5,"剧情
",犯罪,337,3,41,0.420769231,#696768,0.190559441,#252325,0.175594406,#D1CDCA,0.138251748,#A69E9A,0.074825175,#DB5A19,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg,https://movie.douban.com/subject/1292528/
466,变形金刚,8.1,"科幻
",动作,337,17,3,0.592447552,#080707,0.172377622,#3D3E3C,0.143706294,#919089,0.07965035,#233667,0.011818182,#5D0A0E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1188042816.jpg,https://movie.douban.com/subject/1794171/
467,惊魂记,8.9,"悬疑
",惊悚,340,15,6,0.315244755,#100D0E,0.273986014,#3A9CCE,0.172867133,#E3CE18,0.15020979,#F1F5EF,0.087692308,#8D612D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,https://movie.douban.com/subject/1293181/
468,弗兰西丝·哈,8.4,"喜剧
",剧情,340,45,25,0.324335664,#40232C,0.280699301,#100609,0.192027972,#C94C7D,0.138111888,#853352,0.064825175,#D9D4D6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1927054388.jpg,https://movie.douban.com/subject/11527487/
469,K星异客,8.5,"科幻
",剧情,341,41,15,0.38034965,#26161B,0.223566434,#E4ECF0,0.191328671,#434976,0.118741259,#6D98D0,0.086013986,#A09B9D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792526748.jpg,https://movie.douban.com/subject/1306607/
470,王牌特工：特工学院,8.4,"喜剧
",动作,343,64,2,0.658531469,#060203,0.11013986,#3A312F,0.094825175,#74706D,0.075874126,#D5BC9D,0.060629371,#A66545,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2231932406.jpg,https://movie.douban.com/subject/24405378/
471,她,8.3,爱情,科幻,343,97,76,0.322587413,#C3063B,0.20979021,#BA846D,0.173636364,#981329,0.158181818,#804A3D,0.135804196,#341415,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166850749.jpg,https://movie.douban.com/subject/6722879/
472,沉静如海,9,爱情,战争,344,26,9,0.293356643,#161012,0.244755245,#B29F9F,0.226083916,#ECE5EC,0.146643357,#5E5555,0.089160839,#9D5641,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2365157916.jpg,https://movie.douban.com/subject/1769507/
473,美国往事,9.1,"剧情
",犯罪,344,33,4,0.520559441,#090607,0.158041958,#33241E,0.111958042,#976B43,0.109090909,#613E29,0.10034965,#DBBEA6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg,https://movie.douban.com/subject/1292262/
474,杀死比尔,8.1,"动作
",犯罪,345,15,14,0.368111888,#241E20,0.267972028,#F6D318,0.159440559,#D57B31,0.11951049,#60492C,0.084965035,#9D8835,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p820453760.jpg,https://movie.douban.com/subject/1291580/
475,大卫·戈尔的一生,8.6,"悬疑
",剧情,348,27,5,0.367272727,#0C090A,0.258111888,#302724,0.151958042,#A59684,0.138951049,#68574A,0.083706294,#DED7D0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2186861098.jpg,https://movie.douban.com/subject/1305725/
476,曾经,8.3,"音乐
",爱情,348,40,4,0.324335664,#0B0707,0.267202797,#3F3226,0.192377622,#D8D9CC,0.157202797,#787862,0.058881119,#8F4027,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173720203.jpg,https://movie.douban.com/subject/2053515/
477,被解救的姜戈,8.6,"西部
",剧情,349,24,9,0.336643357,#181213,0.289230769,#F9F7F7,0.178111888,#464343,0.099370629,#A6999A,0.096643357,#991E20,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1959232369.jpg,https://movie.douban.com/subject/6307447/
